CAAN,BUILDINGNAME,NAME_SHORT,FLOORCOUNT,REGION,CAMPUS,UNDERGROUND,BLDGAREA,BLDGTYPE,OPERHOURS,OPERDATE,ACCESSTYPE,CONDITION,OWNEDBY,MAINTBY,BLDGHEIGHT,SUBFEED,ADDRESS,CITY,STATE,COUNTY,COUNTRY,ZIPCODE,RMSTANDARD,BLDGUSE_P,LAT_Y,LONG_X,NORTH,EAST,Shape__Area,Shape__Length,GlobalID,CreationDate,Creator,EditDate,Editor
1495,Stern Hall,Stern Hall,5,,Perimeter,0,,,,,,,1,1,,4,2700 Hearst Ave.,Berkeley,CA,Alameda,USA,94720,N,900,-122.255191577782,37.8748634497544,2145768.34832497,6055094.16252041,28563.4208984375,1842.7661621910258,{2BB351AD-811A-4CAE-89EF-854CD81DE748},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1086,Foothill Hillside Unit 6,2700 Hearst Ave.,2,,Perimeter,0,,,,,,,1,1,,4,2700 Hearst Ave.,Berkeley,CA,Alameda,USA,94720,,,-122.255200961937,37.8754208810215,2145971.33987775,6055095.26056318,10338.125,602.6029862385008,{1ABD9EFC-1843-4018-8288-78A36699B37E},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1152,Sutardja Dai Hall,Sutardja Dai Hall,11,1,Central,0,,,,,,,1,1,,6,2594 Hearst Ave,Berkeley,CA,Alameda,USA,94720,S,200,-122.258398436693,37.8748479221291,2145780.06977884,6054168.61389647,29284.0478515625,832.0569927396158,{B40C76A7-CCB0-4EBC-8AB9-0A07BACD44AE},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1787,Upper Hearst Parking Structure,Upper Hearst Parking,4,1,Perimeter,0,,,,,,,1,1,,5,2701 Hearst Ave.,Berkeley,CA,Alameda,USA,94709,,,-122.2573557726,37.8757583430093,2146105.8687675,6054475.73280893,24030.103515625,617.904972281236,{DCFC2D8C-98ED-423C-B586-0D4B262B5C67},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1292,Lewis Hall,Lewis Hall,6,2,Central,0,,,,,,,1,1,,4,Lewis Hall,Berkeley,CA,Alameda,USA,94720,S,200,-122.255168526583,37.8730056482787,2145091.86466113,6055088.12783604,17859.859375,616.1054213619745,{D0401301-4584-40B1-8208-76DF096C23C6},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1801,Pimentel Hall,Pimentel Hall,2,2,Central,0,,,,,,,1,1,,,University Drive,Berkeley,CA,Alameda,USA,94720,,,-122.256029929862,37.8734213186848,2145247.85927189,6054842.37581852,6970.603515625,300.24176754905915,{9BE557EF-5E4A-4FF1-B7F6-52124D4DA268},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1790,Evans Hall,Evans Hall,14,,Central,0,,,,,,,1,,,5,University Drive,Berkeley,CA,Alameda,USA,94720,,,-122.257852865762,37.8736276648969,2145332.8600124,6054317.71042875,18412.7255859375,784.1815204103698,{2EB22BAA-0D9E-48CA-B764-B1DCAAB94471},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1356,Gilman Hall,Gilman Hall,5,2,Central,0,,,,,,,1,1,,5,South Drive,Berkeley,CA,Alameda,USA,94720,S,200,-122.256311272655,37.8726338837358,2144962.70630521,6054755.80316154,11376.2294921875,514.8064272118615,{522645C0-DD41-4121-8A01-20845A7AB6FD},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1405,Le Conte Hall,Le Conte Hall,5,2,Central,0,,,,,,,1,1,,5,South Hall Road,Berkeley,CA,Alameda,USA,94720,S,200,-122.257150900851,37.8725859556969,2144949.80654055,6054513.16684774,36484.4052734375,1110.1778966621628,{CAC4562B-A89C-42BA-9095-1913982C9EFB},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1027,Campbell Hall,Campbell Hall,,2,Central,0,,,,,,,1,1,,5,University Drive,Berkeley,CA,Alameda,USA,94720,,,-122.257091236775,37.8729869308908,2145095.46379218,6054533.12623936,12485.330078125,461.0834977689978,{D95EA86C-2F23-41FB-969E-1BE0E8B229A4},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1373,Hearst Memorial Mining Building,Hearst Memorial Mining,6,,Central,0,,,,,,,1,,,5,Hearst Mining Circle,Berkeley,CA,Alameda,USA,94720,,,-122.257276579841,37.8744532469272,2145630.30092648,6054489.66334302,39458.603515625,1135.2987888174791,{37495341-2E58-4753-BFB4-AE94B17B28E6},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1212,Berkely Student Co-op - Cloyne Court,2600 Ridge Rd.,4,,Perimeter,0,,,,,,,1,1,,,2600 Ridge Road,Berkeley,CA,Alameda,USA,94709,N,900,-122.257944613633,37.8760928034274,2146230.8256611,6054308.09350831,13669.251953125,817.5265244226497,{1874F72F-F3A9-4667-900E-D3DD9486B61C},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1144,Goldman School of Public Policy,1893 Le Roy Ave.,3,1,Perimeter,0,,,,,,,1,1,,,1893 Le Roy Ave.,Berkeley,CA,Alameda,USA,94709,S,300,-122.258193847427,37.8756881622413,2146084.86150711,6054233.40243705,5115.779296875,347.833573692709,{CBFEF621-4EDC-4E9A-A0A8-8233E7656C21},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1237,Soda Hall,Soda Hall,8,1,Perimeter,0,,,,,,,1,1,,5,Hearst Ave,Berkeley,CA,Alameda,USA,94709,S,200,-122.258722587136,37.875645679033,2146072.26227575,6054080.52873716,19969.1005859375,585.0157971283292,{0FB39176-C60F-47CB-8856-1B4C2DB528E9},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1057,Goldman School of Public Policy,Goldman School of Public Policy,3,1,Perimeter,0,,,,,,,1,1,,,2607 Hearst Ave.,Berkeley,CA,Alameda,USA,94709,S,300,-122.257869782301,37.8757410719976,2146102.36706668,6054327.28259164,6107.9697265625,406.82462188478297,{F9399022-4D78-4558-B019-86F9BC1975EB},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1809,Hildebrand Hall,Hildebrand Hall,7,2,Central,0,,,,,,,1,1,,1,South Drive,Berkeley,CA,Alameda,USA,94720,S,200,-122.255718957917,37.872593272955,2144944.71366621,6054926.46227085,17913.208984375,545.0150016889547,{E0B69BFB-956E-4E0C-A86E-6AC5DD23B6B5},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1149,Stanley Hall,Stanley Hall,12,3,Central,0,,,,,,,1,1,,6,Mining Circle,Berkeley,CA,Alameda,USA,94720,S,200,-122.256121676916,37.8739991636063,2145458.72866585,6054819.84686703,46825.361328125,1017.9633634639232,{AB57D417-0748-4271-933B-309E5982F336},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1782,Latimer Hall,Latimer Hall,11,2,Central,0,,,,,,,1,1,,1,University Drive,Berkeley,CA,Alameda,USA,94720,S,200,-122.255922027004,37.8731350660931,2145143.06079424,6054871.55961411,20008.28125,591.3280272731198,{AB18C623-EA51-4A2E-AEEA-E01FC26F6812},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1419,Donner Lab,Donner Lab,5,3,Central,0,,,,,,,1,1,,5,Donner Drive,Berkeley,CA,Alameda,USA,94720,S,200,-122.256447335396,37.8745489358748,2145660.64489036,6054729.62360197,16884.6357421875,861.5660185152733,{69106916-3B8E-4B8F-B53F-2E5FB4F96155},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1089,Foothill Hillside Unit 9,2700 Hearst Ave.,3,,Perimeter,0,,,,,,,1,1,,4,2700 Hearst Ave.,Berkeley,CA,Alameda,USA,94720,,,-122.254342192997,37.8743380186322,2145572.46101892,6055335.6928869,3487.755859375,259.0688042288481,{C20A427E-6412-4F7D-BBEB-3E2EBEA824C5},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1230,Bowles Hall,Bowles Hall,8,,Perimeter,0,,,,,,,1,1,,4,1928 Stadium Rim Way,Berkeley,CA,Alameda,USA,94720,N,900,-122.25304770115,37.8733592330423,2145209.11905102,6055702.58704233,16614.484375,1050.3529232305207,{39AFE069-2BBD-4BAF-9BCB-C5EF6E97D505},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1252,Witter RR,Witter RR,2,,East,0,,,,,,,1,1,,4,210 Stadium Rim Way,Berkeley,CA,Alameda,USA,94720,S,700,-122.247911397689,37.8714975412109,2144503.61442934,6057172.20315399,724.3798828125,108.00804060255045,{814DF85F-77F7-488B-B429-CB74B862C41F},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1217,Founders Building,Founders Building,1,,South,0,,,,,,,1,1,,,2220 Bancroft Way,Berkeley,CA,Alameda,USA,94704,N,400,-122.264564390094,37.8678824185075,2143277.68197561,6052341.41209499,1161.3046875,136.31984885603367,{D6D1F20F-2988-4770-97F2-D3D4525CBC42},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1609,Hellman Bleachers,Hellman Bleachers,1,,Central,0,,Assembly (Group A),,,,,1,1,,2,209 Frank Schlessinger Wa,Berkeley,CA,Alameda,USA,94720,N,500,-122.26475186886,37.8700652905827,2144073.40508106,6052302.29266675,6523.4404296875,1080.7891119172482,{19BC82D1-C0E8-4701-848B-1AD7291AF233},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1722,Insectary Greenhouse,Insectary Greenhouse,1,5,Perimeter,0,,,,,,,1,1,,"3, 7",Walnut Street,Berkeley,CA,Alameda,USA,94709,N,500,-122.267268664031,37.8748127637374,2145815.49340465,6051608.58698011,4362.25390625,280.34066251464805,{A1806D5D-A89F-4EF3-BDF1-72BBC5A343D1},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1037,Berkeley Way West,Berkeley Way West,,5,Perimeter,0,,,,,,,1,1,,"3, 7",2121 Berkeley Way,Berkeley,CA,Alameda,USA,94704,,,-122.267949053425,37.8735470056453,2145358.38659812,6051403.53268188,57534.390625,974.2524438835305,{E26121A9-9425-432E-9BAC-018C2C840C33},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1441,University House Garage,University House Garage,1,3,Central,0,,,,,,,1,1,,5,Oxford St.,Berkeley,CA,Alameda,USA,94720,,,-122.262285816161,37.8746450888677,2145727.3296455,6053045.3961563,514.9638671875,94.30466341948865,{BE5A5CB7-89F7-4817-982E-3267C6FF059E},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1366,Oxford Research Unit and Greenhouses,1777 Oxford St.,,5,Perimeter,0,,,,,,,1,1,,"3, 7",1777 Oxford St.,Berkeley,CA,Alameda,USA,94709,,,,,,,36302.8173828125,814.1985100155756,{3D805913-17FA-4C81-9D9E-9624EE19AB0F},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1236,Bakar Faculty Bldg,Bakar Faculty Bldg,6,4,Central,0,,,,,,,1,1,,4,2220 Piedmont Avenue,Berkeley,CA,Alameda,USA,94720,S,300,-122.253650041344,37.8719290636459,2144691.70279261,6055519.00121959,28150.6796875,1024.0621992436193,{66509871-F55E-47D6-B2F6-E14A64AA3657},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1808,Tan Hall,Tan Hall,10,2,Central,0,,,,,,,1,1,,1,Oppenheimer Way,Berkeley,CA,Alameda,USA,94720,S,200,-122.256449729352,37.8731119865452,2145137.51633824,6054719.11302243,12756.6171875,489.92193031920806,{9225CF6F-A04D-472C-BD67-200892A59974},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1410,Giauque Lab,Giauque Lab,4,2,Central,0,,,,,,,1,1,,1,South Drive,Berkeley,CA,Alameda,USA,94720,S,200,-122.256070678735,37.8726379345549,2144962.87799352,6054825.2639798,10963.3388671875,451.16873079602277,{C98B48D5-4124-4469-A518-39E7F33744B3},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1375,Hesse Hall,Hesse Hall,4,1,Central,0,,,,,,,1,1,,5,Soule Road,Berkeley,CA,Alameda,USA,94720,S,200,-122.259312344646,37.8741704188191,2145538.37256495,6053900.23931957,23535.8134765625,744.7423102969074,{AF7A1526-6964-4B23-BC10-CE2DDB255216},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1377,O'Brien Hall,O'Brien Hall,6,1,Central,0,,,,,,,1,1,,5,University Drive,Berkeley,CA,Alameda,USA,94720,S,200,-122.25907911101,37.8743075261431,2145587.02295027,6053968.48529706,10859.3232421875,578.4291845705966,{A798A2F2-A2A9-49AA-BF44-A945D8A06BC4},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1788,Bechtel Engineering Center,Bechtel Center,3,1,Central,0,,,,,,,1,1,,5,230 Bechtel Drive,Berkeley,CA,Alameda,USA,94720,S,200,-122.258235131309,37.8742245944523,2145552.25318911,6054211.47693153,24076.6279296875,748.5556315538615,{04DBE28C-9E54-49CE-91F7-0F8466BC5D48},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1438,University House Greenhouse,University House Greenhouse,1,3,Central,0,,,,,,,1,1,,5,Oxford St.,Berkeley,CA,Alameda,USA,94720,,,-122.261016454023,37.8747861141724,2145771.77550063,6053412.67815772,716.123046875,112.19791937036084,{D890CFAE-219E-471E-967F-B373B8C3433C},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1229,Northwest Animal Facility (underground),Northwest Animal Facility,,5,Central,1,,,,,,,1,1,,"3, 7",Northwest Animal Facility,Berkeley,CA,Alameda,USA,94720,,,,,,,20262.13671875,659.0539034393171,{E86B0A84-53FC-4497-B302-9E632DD7D75E},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1297,David Gardner Stacks (underground),David Gardner Stacks,,3,Central,1,,,,,,,1,1,,"3, 7",Main Stacks,Berkeley,CA,Alameda,USA,94720,,,,,,,30564.4111328125,1082.7612557735804,{DB2618F0-D713-4A29-A6C1-015BD34BCED1},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1083,La Loma Housing Unit 3,1811 La Loma Ave,2,,Perimeter,0,,,,,,,1,1,,4,1811 La Loma Ave,Berkeley,CA,Alameda,USA,94709,,,-122.256046888025,37.8763163201125,2146301.91717084,6054857.26100065,6147.251953125,501.2634721996608,{090BA37E-D21B-47C1-8DF1-6A19826101DC},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1397,West Gate Kiosk,West Gate Kiosk,1,,Central,0,,,,,,,1,1,,,University Drive,Berkeley,CA,Alameda,USA,94720,S,300,-122.264785275998,37.8718182235415,2144711.76551659,6052304.68626896,113.01171875,45.072410523338924,{C6C55168-FDE7-4A65-8567-D45B67BABDE7},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1250,Maxwell Family Field (& Stadium Parking),2205 Piedmont Ave.,1,,Perimeter,0,,,,,,,1,1,,4,2205 Piedmont Ave.,Berkeley,CA,Alameda,USA,94720,,,-122.252833622458,37.8723448334474,2144838.65494075,6055757.45002335,76962.0087890625,1197.3739189228634,{CE7493B4-AF9D-498D-86EC-C1672FBE9DED},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1365,Recreational Sports Facility/Kleeberger Fld House,Spieker Aquatic Complex E,3,6,Central,0,,,,,,,1,1,,2,2301 Bancroft Way,Berkeley,CA,Alameda,USA,94720,N,500,-122.261806184928,37.868754091008,2143580.02623782,6053143.42925563,69669.9169921875,1466.6637731963372,{61012D92-86EA-457D-AC34-002EC6B7981E},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1318,Edwards Stadium East Bleachers,Batting Shed,1,,Central,0,,,,,,,1,1,,2,2223 Fulton Street,Berkeley,CA,Alameda,USA,94720,S,700,-122.263947814023,37.8699391926926,2144023.12249161,6052533.47669004,39208.166015625,1211.5379222362453,{A59CDA28-D99B-4F73-80E8-12F8F69331F6},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1318,Edwards Stadium West Bleachers,Batting Shed,1,6,Central,0,,,,,,,1,1,,2,2223 Fulton Street,Berkeley,CA,Alameda,USA,94720,S,700,-122.263947814023,37.8699391926926,2144023.12249161,6052533.47669004,41502.2177734375,1207.8628517495408,{370EEA08-8103-4FA7-92B5-82D50DDD5838},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1422,Morrison Hall,Morrison Hall,3,4,Central,0,,,,,,,1,1,,4,Birge Path,Berkeley,CA,Alameda,USA,94720,N,200,-122.256484163563,37.8708761244732,2144323.70644545,6054693.8961128,16160.984375,570.700707503474,{1E20B56E-DD88-4C6C-B453-08D1CA5F341A},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1302,Minor Hall Addition,Minor Hall Addition,5,2,Central,0,,,,,,,1,1,,4,200 Optometry Ln,Berkeley,CA,Alameda,USA,94720,S,200,-122.255139387163,37.8714062967445,2144509.44066043,6055085.61563603,22912.083984375,958.3893254008344,{E1F5B031-1D63-4562-AB33-3C0F8E8A67D3},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1318,Evans Diamond Bleachers,Batting Shed,1,,Central,0,,,,,,,1,1,,2,Frank Schlessinger Way,Berkeley,CA,Alameda,USA,94720,S,700,-122.263947814023,37.8699391926926,2144023.12249161,6052533.47669004,9404.4658203125,635.916225612592,{F72A49BB-4A71-4488-B3CC-2152BB6428E8},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1277,Simpson High Performance Center,Simpson High Performance,4,6,Perimeter,0,,,,,,,1,1,,6,2227 Piedmont Ave,Berkeley,CA,Alameda,USA,94720,N,500,-122.251853334356,37.8707884693051,2144266.73998574,6056029.74621784,71779.2890625,1780.9836453087769,{ED7C5384-FFE8-4D3A-BEFB-C90B7CC2193E},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1271,Cal Mem. Stadium (Facilities & Classrooms),Cal Stadium,3,6,Perimeter,0,,,,,,,1,1,,6,227 Piedmont Avenue,Berkeley,CA,Alameda,USA,94720,N,500,-122.251440826694,37.8709869178153,2144336.75936605,6056150.14691424,80775.8779296875,1908.7884526478351,{D22922B8-4097-43F6-85D8-334A543A575D},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1088,Foothill Hillside Unit 8,2700 Hearst Ave.,4,,Perimeter,0,,,,,,,1,1,,4,2700 Hearst Ave.,Berkeley,CA,Alameda,USA,94720,,,-122.254235823238,37.8746861262396,2145698.61883505,6055368.76555914,11550.3427734375,730.9842441645831,{B6EDF4B2-DD9F-42A9-9ECA-B57D0049072A},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1087,Foothill Hillside Unit 7,2700 Hearst Ave.,5,,Perimeter,0,,,,,,,1,1,,4,2700 Hearst Ave.,Berkeley,CA,Alameda,USA,94720,,,-122.254666017166,37.8751589059704,2145873.06886724,6055247.84639002,6337.880859375,388.39891625653445,{119149C1-EF13-4398-B3D6-858A42527873},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1323,Davis Hall,Davis Hall,8,1,Central,0,,,,,,,1,1,,5,Davis Hall,Berkeley,CA,Alameda,USA,94720,S,200,-122.258317241516,37.8745099074729,2145656.57066194,6054189.73302723,20236.94140625,664.0700535728399,{D50A065A-B512-4287-A7A8-67B47FAD37B9},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1097,Hearst Field Annex A,Hearst Annex B,2,4,Central,0,,,,,,,1,1,,4, 2545-2581 Bancroft Way,Berkeley,CA,Alameda,USA,94720,S,300,-122.257741374652,37.8694304497807,2143804.20181888,6054321.18166544,7264.990234375,367.3823869050504,{DBD65546-589F-4CA6-857C-9322AF726466},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1318,Evans Field Dugout,Batting Shed,1,,Central,0,,,,,,,1,1,,2,Frank Schlessinger Way,Berkeley,CA,Alameda,USA,94720,S,700,-122.263947814023,37.8699391926926,2144023.12249161,6052533.47669004,4546.4521484375,393.0733546309681,{A20DC54B-2EFA-4CBA-A781-6D4BCD39D0A7},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1398,East Gate Kiosk,East Gate Kiosk,1,3,Central,0,,,,,,,1,1,,,University Drive,Berkeley,CA,Alameda,USA,94720,S,300,-122.256491404306,37.8735223434368,2145287.13827348,6054709.89039928,201.1875,58.66799275128953,{A4A12E90-B0B9-4BB7-90CE-65940700F96E},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1233,Cheit Hall,Cheit Hall,4,4,Central,0,,,,,,,1,1,,4,Cheit Lane,Berkeley,CA,Alameda,USA,94720,S,100,-122.254274349851,37.8718173496261,2144654.40882558,6055338.06713162,8871.7177734375,516.1751065399927,{5A295A6C-BC33-4398-B957-A6809F647B75},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1778,Bancroft Parking Structure B,Parking Structure B,2,4,Central,0,,,,,,,1,1,,4,2643 Bancroft Way,Berkeley,CA,Alameda,USA,94720,,,-122.255823165409,37.8695895075483,2143851.71557286,6054875.8694122,38058.6337890625,792.8198174369895,{CE8DC4D6-E387-4690-BFAE-FDDB55922C97},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1035,Legends Aquatic Center,2214 Bancroft Way,1,6,South,0,,,,,,,1,1,,,2214 Bancroft Way,Berkeley,CA,Alameda,USA,94704,,,-122.265134494451,37.8676397060512,2143192.42248052,6052175.20812987,9926.05859375,770.2248215762013,{E0A58B06-5A78-431E-B605-557DB5E99DC7},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1081,La Loma Housing Unit 1,1811 La Loma Ave,2,,Perimeter,0,,,,,,,1,1,,4,1811 La Loma Ave,Berkeley,CA,Alameda,USA,94709,N,900,-122.256523501406,37.8758885023606,2146148.74550403,6054716.79797062,15217.294921875,1036.353314771492,{9B39A067-4367-4E4B-A298-809511F46AD0},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1252,Whittier Field,2298 Ellsworth St.,,,East,0,,,,,,,1,1,,4,Whittier Field,Berkeley,CA,Alameda,USA,94720,,,-122.263704478523,37.8669750330524,2142942.65766643,6052583.36366562,2086.7607421875,198.19627617332588,{2B35FA14-D143-4DA4-95BB-1590E91A56D1},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
3618,Center for Independent Journalism,2481 Hearst Ave.,1,,Perimeter,0,,,,,,,1,,,,2481 Hearst Ave.,Berkeley,CA,Alameda,USA,94709,,,-122.260581333613,37.8752652346786,2145943.84307208,6053541.52799456,5573.244140625,419.1358558537504,{2591F39B-CCAC-43F5-808F-6926AC2897CF},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1038,David Blackwell Hall,Blackwell Hall,,,South,0,,,,,,,1,1,,,2401 Durant Ave.,Berkeley,CA,Alameda,USA,94704,,,-122.261079896174,37.8679244974836,2143274.05600807,6053347.35604014,17772.2421875,592.8425453298814,{734B502D-543A-4E3A-842F-CB9A422A7F04},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1833,CK14-Theater/Conference,CK14,2,,Clark Kerr,0,,Residential (Group R),,,,,1,1,,,CK14,Berkeley,CA,Alameda,USA,94720,N,600,-122.249871071672,37.8635987427753,2141638.51631685,6056552.87409563,10866.0556640625,478.04173360276064,{8139FB71-2F94-49EB-BB3A-E648EC87DE1E},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1832,CK13-Steam Plant,CK13,2,,Clark Kerr,0,,High-Hazard (Group H),,,,,1,1,,,CK13,Berkeley,CA,Alameda,USA,94720,,,-122.248593050482,37.8631316493499,2141461.56912108,6056918.56683109,8669.3232421875,399.7418930461861,{01841725-2BC7-4E10-B62E-B4F70BAEF62D},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
